Country or Area	Year	Scope	Value	Value Footnotes
Croatia	1982	Not applicable	4.1536E-05	
Croatia	1981	Not applicable	2.97496E-05	
Croatia	1980	Not applicable	2.10096E-05	
Cuba	2008	Not applicable	126.34306788	62
Cuba	2007	Not applicable	124.65862653	62
Cuba	2006	Not applicable	117.82119007	62
Cuba	2005	Not applicable	110.2661218	62
Cuba	2004	Not applicable	106.97697598	62
Cuba	2003	Not applicable	110.24618758	62
Cuba	2002	Not applicable	113.50543207	62
Cuba	2001	Not applicable	114.29283365	62
Cuba	2000	Not applicable	100	62
Cuba	1999	Not applicable	99.671085418	62
Cyprus	2008	Not applicable	143.82476262	63
Cyprus	2007	Not applicable	133.69659867	63
Cyprus	2006	Not applicable	126.66248002	2,63
Cyprus	2005	Not applicable	120.86114506	63
Cyprus	2004	Not applicable	118.97151452	63
Cyprus	2003	Not applicable	114.43076055	63
Cyprus	2002	Not applicable	108.86528156	63
Cyprus	2001	Not applicable	104.09890007	63
Cyprus	2000	Not applicable	100	63
Cyprus	1999	Not applicable	94.801165742	63,64
Cyprus	1998	Not applicable	144.52214505	63
Cyprus	1997	Not applicable	138.80202829	63
Cyprus	1996	Not applicable	131.89645475	63
Cyprus	1995	Not applicable	127.90273138	63
Cyprus	1994	Not applicable	126.21086586	2,63
Cyprus	1993	Not applicable	117.4194648	63
Cyprus	1992	Not applicable	115.09289245	63
Cyprus	1991	Not applicable	106.79222771	63
Cyprus	1990	Not applicable	100	63
Cyprus	1989	Not applicable	95.50877791	63
Cyprus	1988	Not applicable	91.315834328	63
Cyprus	1987	Not applicable	87.710925516	63
Cyprus	1986	Not applicable	85.222430544	2,63
Cyprus	1985	Not applicable	82.852262643	63
Cyprus	1984	Not applicable	79.154541682	63
Cyprus	1983	Not applicable	73.028370003	63
Cyprus	1982	Not applicable	70.017091112	63
Cyprus	1981	Not applicable	64.758685823	2,63
Cyprus	1980	Not applicable	58.092287836	63
Cyprus	1979	Not applicable	50.705543774	63
Cyprus	1978	Not applicable	47.500216864	63
Cyprus	1977	Not applicable	44.955562389	63,65
Cyprus	1976	Not applicable	100	63
Cyprus	1975	Not applicable	97.436659484	63
Cyprus	1974	Not applicable	89.263689724	63,66
Cyprus	1973	Not applicable	74.299725091	2,63
Cyprus	1972	Not applicable	68.479163013	63
Cyprus	1971	Not applicable	64.170724035	63
Cyprus	1970	Not applicable	61.179833492	63
Cyprus	1969	Not applicable	60.379297734	63
Czech Republic	2008	Not applicable	127.9264214	67
Czech Republic	2007	Not applicable	117.97658863	67
Czech Republic	2006	Not applicable	111.53846154	67
Czech Republic	2005	Not applicable	110.28428094	67
Czech Republic	2004	Not applicable	109.03010033	67
Czech Republic	2003	Not applicable	104.01337793	67
Czech Republic	2002	Not applicable	104.34782609	67
Czech Republic	2001	Not applicable	104.26421405	67
Czech Republic	2000	Not applicable	100	2,67
Czech Republic	1999	Not applicable	98.185941043	67
Czech Republic	1998	Not applicable	100.68027211	67
Czech Republic	1997	Not applicable	94.784580499	67
Czech Republic	1996	Not applicable	90.249433107	67
Czech Republic	1995	Not applicable	83.597883598	67
Czech Republic	1994	Not applicable	75.585789872	14,67
Czech Republic	1993	Not applicable	183.72513562	67
Czech Republic	1992	Not applicable	157.5045208	67
Czech Republic	1991	Not applicable	144.30379747	67
Czech Republic	1990	Not applicable	100	67
Denmark	2008	Not applicable	123.8	
Denmark	2007	Not applicable	115.1	
Denmark	2006	Not applicable	110.2	
Denmark	2005	Not applicable	107.3	
Denmark	2004	Not applicable	106.6	
Denmark	2003	Not applicable	107.7	
Denmark	2002	Not applicable	106.1	
Denmark	2001	Not applicable	103.9	
Denmark	2000	Not applicable	100	2
Denmark	1999	Not applicable	97.668525089	
Denmark	1998	Not applicable	97.009630005	
Denmark	1997	Not applicable	95.032944754	
Denmark	1996	Not applicable	91.83983781	
Denmark	1995	Not applicable	90.319310694	
Denmark	1994	Not applicable	87.633046123	
Denmark	1993	Not applicable	85.1495185	
Denmark	1992	Not applicable	85.402939686	
Denmark	1991	Not applicable	83.983781044	
Denmark	1990	Not applicable	83.476938672	
Denmark	1989	Not applicable	83.223517486	
Denmark	1988	Not applicable	79.827673594	
Denmark	1987	Not applicable	77.141409022	
Denmark	1986	Not applicable	76.381145464	
Denmark	1985	Not applicable	74.911302585	
Denmark	1984	Not applicable	71.92093259	
Denmark	1983	Not applicable	66.092245312	
Denmark	1982	Not applicable	62.848454131	
Denmark	1981	Not applicable	56.766345666	
Denmark	1980	Not applicable	50.684237202	2
Denmark	1979	Not applicable	46.020043595	
Denmark	1978	Not applicable	43.532473671	
Denmark	1977	Not applicable	40.112065025	
Denmark	1976	Not applicable	34.825978937	
Denmark	1975	Not applicable	31.09462405	2
Denmark	1974	Not applicable	27.985161645	
Denmark	1973	Not applicable	25.000077737	
Denmark	1972	Not applicable	22.014993828	
Denmark	1971	Not applicable	20.149316385	
Denmark	1970	Not applicable	19.029909919	
Denmark	1969	Not applicable	17.537367964	
Djibouti	1982	Europ.	100	7
Djibouti	1981	Europ.	106.81818182	7
Djibouti	1980	Europ.	101.81818182	7
Djibouti	1979	Europ.	95.9375	7
Djibouti	1978	Europ.	85.426136364	7
Djibouti	1977	Europ.	67.8125	7
Djibouti	1976	Europ.	50.539772727	7
Djibouti	1975	Europ.	44.318181818	7
Djibouti	1974	Europ.	39.346590909	7
Djibouti	1973	Europ.	34.318181818	7
Djibouti	1972	Europ.	32.244318182	7
Djibouti	1971	Europ.	29.204545455	7
Djibouti	1970	Europ.	28.409090909	7
Dominica	2008	Not applicable	131.46368051	9
Dominica	2007	Not applicable	117.71875929	9
Dominica	2006	Not applicable	111.75304727	9
Dominica	2005	Not applicable	107.36299673	9
Dominica	2004	Not applicable	104.76662372	9
Dominica	2003	Not applicable	101.9225052	9
Dominica	2002	Not applicable	101.5360222	9
Dominica	2001	Not applicable	100	9,11
Dominica	2000	Not applicable	100	9
Dominica	1999	Not applicable	100.32974493	9
Dominica	1998	Not applicable	100.02909514	9
Dominica	1997	Not applicable	100.07758704	9
Dominica	1996	Not applicable	96.59586849	9
Dominica	1995	Not applicable	94.75317622	9
Dominica	1994	Not applicable	93.20143536	2,9
Dominica	1993	Not applicable	96.886819901	9
Dominica	1992	Not applicable	94.854229274	9
Dominica	1991	Not applicable	87.401396974	9
Dominica	1990	Not applicable	83.132956656	9
Dominica	1989	Not applicable	84.691276137	9
Dominica	1988	Not applicable	78.390245193	9
Dominica	1987	Not applicable	76.018889461	9
Dominica	1986	Not applicable	70.124376642	9
Dominica	1985	Not applicable	68.633810182	9
Dominica	1984	Not applicable	68.430551119	2,9
Dominica	1983	Not applicable	67.822623432	9
Dominica	1982	Not applicable	68.110007429	9
Dominica	1981	Not applicable	66.872045594	9
Dominica	1980	Not applicable	57.731023824	9
Dominica	1979	Not applicable	41.947010418	9,68
Dominica	1978	Not applicable	34.718197555	9
Dominica	1977	Not applicable	33.027053262	9
Dominica	1976	Not applicable	30.860620049	9
Dominica	1975	Not applicable	27.887300997	9
Dominica	1974	Not applicable	23.631807187	9
Dominica	1973	Not applicable	17.165667241	9
Dominica	1972	Not applicable	15.142926027	9
Dominica	1971	Not applicable	14.767116184	9
Dominica	1970	Not applicable	14.479732186	9
Dominica	1969	Not applicable	12.611736202	9
Dominican Republic	2008	Not applicable	295.74898785	26
Dominican Republic	2007	Not applicable	258.80566802	26
Dominican Republic	2006	Not applicable	242.81376518	26
Dominican Republic	2005	Not applicable	233.19838057	26
Dominican Republic	2004	Not applicable	237.04453441	26
Dominican Republic	2003	Not applicable	140.08097166	26
Dominican Republic	2002	Not applicable	110.66801619	26
Dominican Republic	2001	Not applicable	106.08299595	26
Dominican Republic	2000	Not applicable	100	26
Dominican Republic	1999	Not applicable	99.5951417	26
Dominican Republic	1998	Not applicable	94.534412955	26
Dominican Republic	1997	Not applicable	88.765182186	2,26
Dominican Republic	1996	Not applicable	82.46769514	26
Dominican Republic	1995	Not applicable	78.880839488	26
Dominican Republic	1994	Not applicable	68.875891017	26
Dominican Republic	1993	Not applicable	64.461453214	26
Dominican Republic	1992	Not applicable	62.557081404	26
Dominican Republic	1991	Not applicable	62.373174259	26
Dominican Republic	1990	Not applicable	41.924165693	26
Dominican Republic	1989	Not applicable	28.022518011	26
Dominican Republic	1988	Not applicable	18.98308205	26
Dominican Republic	1987	Not applicable	12.114549993	26
Dominican Republic	1986	Not applicable	10.050258927	2,26
Dominican Republic	1985	Not applicable	8.9795253098	26
Dominican Republic	1984	Not applicable	6.2560753762	26
Dominican Republic	1983	Not applicable	5.1302936417	26
Dominican Republic	1982	Not applicable	4.81782398	26
Dominican Republic	1981	Not applicable	4.464306878	26
Dominican Republic	1980	Not applicable	4.4455332425	26
Dominican Republic	1979	Not applicable	3.8540046262	26
Dominican Republic	1979	Santo Domingo	100	32
Dominican Republic	1978	Santo Domingo	87.30228471	32
Dominican Republic	1978	Not applicable	3.4740771557	26
Dominican Republic	1977	Santo Domingo	90.026362039	32
Dominican Republic	1976	Santo Domingo	82.337434095	32
Dominican Republic	1975	Santo Domingo	84.710017575	32
Dominican Republic	1974	Santo Domingo	71.968365554	32
Dominican Republic	1973	Santo Domingo	61.159929701	32
Dominican Republic	1972	Santo Domingo	51.669595782	32
Dominican Republic	1971	Santo Domingo	48.725834798	32
Dominican Republic	1970	Santo Domingo	46.353251318	32,69
Dominican Republic	1969	Santo Domingo	43.936731107	32
Ecuador	2008	Not applicable	128.43947496	29
Ecuador	2007	Not applicable	109.46037919	29
Ecuador	2006	Not applicable	106.0476422	29
Ecuador	2005	Not applicable	100	29,70
Ecuador	2004	Not applicable	147.70726056	29
Ecuador	2003	Not applicable	145.95777549	29
Ecuador	2002	Not applicable	142.49485067	29
Ecuador	2001	Not applicable	131.96446962	29
Ecuador	2000	Not applicable	100	29
Ecuador	1999	Not applicable	45.391349125	29
Ecuador	1998	Not applicable	33.058702369	29
Ecuador	1997	Not applicable	23.46807415	29
Ecuador	1996	Not applicable	17.23738414	29
Ecuador	1995	Not applicable	14.109165808	2,29
Ecuador	1994	Not applicable	11.657541161	29
Ecuador	1993	Not applicable	9.3401506575	29
Ecuador	1992	Not applicable	6.5853419929	29
Ecuador	1991	Not applicable	4.2753575116	29
Ecuador	1990	Not applicable	2.8769308779	29
Ecuador	1989	Not applicable	1.9502524025	29
Ecuador	1988	Not applicable	1.037537364	29
Ecuador	1987	Not applicable	0.6313633569	29
Ecuador	1986	Not applicable	0.4904175048	29
Ecuador	1985	Not applicable	0.3980736708	29
Ecuador	1984	Not applicable	0.3045726458	29
Ecuador	1983	Not applicable	0.2223349456	29
Ecuador	1982	Not applicable	0.1249766176	29
Ecuador	1981	Not applicable	0.1066930013	29
Ecuador	1981	Quito	100	51
Ecuador	1980	Not applicable	0.096046845	29,42
Ecuador	1980	Quito	87.566092444	51
Ecuador	1979	Quito	78.918642333	51
Ecuador	1978	Quito	71.755074194	51
Ecuador	1977	Quito	65.069077264	51
Ecuador	1976	Quito	56.268122122	51
Ecuador	1975	Quito	51.373017227	51
Ecuador	1974	Quito	43.305475013	51
Ecuador	1973	Quito	32.713627836	51
Ecuador	1972	Quito	27.204502814	51
Ecuador	1971	Quito	24.49258059	51
Ecuador	1970	Quito	22.991642504	51
Ecuador	1969	Quito	22.258229575	51
Egypt	2008	Not applicable	161.99045643	71
Egypt	2007	Not applicable	130.62900415	2,71
Egypt	2006	Not applicable	115.66390041	71
Egypt	2005	Not applicable	105.04840941	71
Egypt	2004	Not applicable	100	71,72
Egypt	2003	Not applicable	112.32653061	71
Egypt	2002	Not applicable	105.30612245	71
Egypt	2001	Not applicable	101.06122449	71
Egypt	2000	Not applicable	100	71
Egypt	1999	Not applicable	97.551020408	2,71
Egypt	1998	Not applicable	91.540831579	71
Egypt	1997	Not applicable	88.124218297	71
Egypt	1996	Not applicable	84.634391873	71
Egypt	1995	Not applicable	78.630914249	71
Egypt	1994	Not applicable	71.309600073	71
Egypt	1993	Not applicable	65.232909307	71
Egypt	1992	Not applicable	60.718098899	71
Egypt	1991	Not applicable	55.910435923	71
Egypt	1990	Not applicable	47.954607852	71
Egypt	1989	Not applicable	41.389829474	71
Egypt	1988	Not applicable	33.019126933	71
Egypt	1987	Not applicable	27.381715018	71
Egypt	1986	Not applicable	22.330008236	71
Egypt	1985	Not applicable	17.937219731	71
Egypt	1984	Not applicable	15.155120344	2,71
Egypt	1983	Not applicable	13.001537473	71
Egypt	1982	Not applicable	10.968014971	71
Egypt	1981	Not applicable	9.5823182106	71
Egypt	1980	Not applicable	8.3942208079	71
Egypt	1979	Not applicable	6.625831621	71
Egypt	1978	Not applicable	6.165600206	71
Egypt	1977	Not applicable	5.6278298026	71
Egypt	1976	Not applicable	4.922475134	71
Egypt	1975	Not applicable	4.2896569385	71
Egypt	1974	Not applicable	3.8244230081	71
Egypt	1973	Not applicable	3.2716450586	71
Egypt	1972	Not applicable	3.0640406703	71
Egypt	1971	Not applicable	2.9814991666	71
Egypt	1970	Not applicable	2.8289224475	71
Egypt	1969	Not applicable	2.6488318938	71
El Salvador	2008	Not applicable	150.53261073	28
El Salvador	2007	Not applicable	134.23659129	28
El Salvador	2006	Not applicable	126.33775618	28
El Salvador	2005	Not applicable	122.59390768	28
El Salvador	2004	Not applicable	115.4612845	28
El Salvador	2003	Not applicable	108.60898274	28
El Salvador	2002	Not applicable	106.55952158	28
El Salvador	2001	Not applicable	104.59727154	28
El Salvador	2000	Not applicable	100	28
El Salvador	1999	Not applicable	99.694761104	28
El Salvador	1998	Not applicable	101.20226749	28
El Salvador	1997	Not applicable	99.607549991	28
El Salvador	1996	Not applicable	95.61452688	28
El Salvador	1995	Not applicable	83.573163895	28
El Salvador	1994	Not applicable	81.299445586	28
El Salvador	1993	Not applicable	76.963807388	28,73
El Salvador	1992	Not applicable	132.89818989	28
El Salvador	1991	Not applicable	117.86218962	28
El Salvador	1990	Not applicable	100	28
El Salvador	1989	Not applicable	79.445079963	28
El Salvador	1988	Not applicable	62.593365184	28
El Salvador	1987	Not applicable	48.379427136	28
El Salvador	1986	Not applicable	38.577484691	28
El Salvador	1985	Not applicable	29.264517866	28
El Salvador	1984	Not applicable	24.61924949	28
El Salvador	1983	Not applicable	21.569880896	28
El Salvador	1982	Not applicable	19.025188973	28
El Salvador	1981	Not applicable	17.1904089	28
El Salvador	1980	Not applicable	14.610950362	28
El Salvador	1979	Not applicable	12.209810914	28
El Salvador	1978	Not applicable	10.644191732	2,28
El Salvador	1977	Not applicable	9.6143492887	28
El Salvador	1976	Not applicable	8.8482202276	28
El Salvador	1975	Not applicable	8.2720876633	28
El Salvador	1974	Not applicable	6.8626910171	28
El Salvador	1973	Not applicable	5.848645049	28
El Salvador	1972	Not applicable	5.4405694323	28
El Salvador	1971	Not applicable	5.3791386943	28,74
El Salvador	1970	Not applicable	5.3686077106	28
El Salvador	1969	Not applicable	5.1154253119	28
Equatorial Guinea	2006	Malabo	153.6	
Equatorial Guinea	2004	Malabo	135.74	
Equatorial Guinea	2003	Malabo	130.04	
Equatorial Guinea	2002	Malabo	122.18	
Equatorial Guinea	2001	Malabo	111.5	
Equatorial Guinea	2000	Malabo	100	14
Equatorial Guinea	1999	Malabo	178.21782178	
Equatorial Guinea	1998	Malabo	177.22772277	
Equatorial Guinea	1997	Malabo	162.37623762	
Equatorial Guinea	1996	Malabo	151.48514851	
Equatorial Guinea	1995	Malabo	141.58415842	
Equatorial Guinea	1994	Malabo	127.72277228	
Equatorial Guinea	1993	Malabo	91.089108911	
Equatorial Guinea	1992	Malabo	88.118811881	
Equatorial Guinea	1991	Malabo	95.04950495	
Equatorial Guinea	1990	Malabo	100	
Estonia	2008	Not applicable	155.10401548	75
Estonia	2007	Not applicable	135.8490566	75
Estonia	2006	Not applicable	124.23802612	75
Estonia	2005	Not applicable	118.25834543	75
Estonia	2004	Not applicable	114.22351234	75
Estonia	2003	Not applicable	109.62747944	75
Estonia	2002	Not applicable	111.56265119	75
Estonia	2001	Not applicable	108.27285922	75
Estonia	2000	Not applicable	100	75
Estonia	1999	Not applicable	97.629414611	75
Estonia	1998	Not applicable	101.4997581	75
Estonia	1997	Not applicable	96.758587325	14,75
Estonia	1996	Not applicable	3295.5910714	75
Estonia	1995	Not applicable	2786.9119898	75
Estonia	1994	Not applicable	2406.3045918	75
Estonia	1993	Not applicable	1803.8265306	2,75
Estonia	1992	Not applicable	1037.244898	75
Estonia	1991	Not applicable	100	75
Ethiopia	2008	Not applicable	343.00291282	9
Ethiopia	2007	Not applicable	214.28225641	2,9
Ethiopia	2006	Not applicable	175.17948718	9
Ethiopia	2005	Not applicable	153.33333333	9
Ethiopia	2004	Not applicable	134.84102564	9
Ethiopia	2003	Not applicable	130.87179487	9
Ethiopia	2002	Not applicable	102.56410256	9
Ethiopia	2002	Addis Ababa	85.664272212	76
Ethiopia	2001	Addis Ababa	87.616162571	2,76
Ethiopia	2001	Not applicable	100	9
Ethiopia	2000	Addis Ababa	100	76
Ethiopia	1999	Addis Ababa	101.1342155	76
Ethiopia	1998	Addis Ababa	92.533081285	76
Ethiopia	1997	Addis Ababa	90.926275992	76,77
Ethiopia	1996	Addis Ababa	188.73194731	76,78
Ethiopia	1995	Addis Ababa	198.5557848	76
Ethiopia	1994	Addis Ababa	176.73385177	76
Ethiopia	1993	Addis Ababa	160.35549913	76
Ethiopia	1992	Addis Ababa	158.10188859	76
Ethiopia	1991	Addis Ababa	141.34264402	76
Ethiopia	1990	Addis Ababa	100	76
Ethiopia	1989	Addis Ababa	95.064275512	76
Ethiopia	1988	Addis Ababa	89.255673703	76
Ethiopia	1987	Addis Ababa	82.73289954	76
Ethiopia	1986	Addis Ababa	88.065386447	76
Ethiopia	1985	Addis Ababa	103.9041422	76
Ethiopia	1984	Addis Ababa	82.955086494	76
Ethiopia	1983	Addis Ababa	74.702428186	76
Ethiopia	1982	Addis Ababa	74.210442787	76
Ethiopia	1981	Addis Ababa	70.020631646	76
Ethiopia	1980	Addis Ababa	66.910014283	76
Ethiopia	1979	Addis Ababa	63.593080463	76
Ethiopia	1978	Addis Ababa	53.880336455	76
Ethiopia	1977	Addis Ababa	46.024440565	76
Ethiopia	1976	Addis Ababa	39.422313918	76
Ethiopia	1975	Addis Ababa	27.789239803	76
Ethiopia	1974	Addis Ababa	26.598952547	76
Ethiopia	1973	Addis Ababa	24.48817648	76
Ethiopia	1972	Addis Ababa	21.710839549	76
Ethiopia	1971	Addis Ababa	24.662751944	76
Ethiopia	1970	Addis Ababa	24.694492938	76
Ethiopia	1969	Addis Ababa	21.425170608	76
Faeroe Islands	2008	Not applicable	127.07265372	
Faeroe Islands	2007	Not applicable	118.8931432	
Faeroe Islands	2006	Not applicable	114.09097896	
Faeroe Islands	2005	Not applicable	111.13580097	
Faeroe Islands	2004	Not applicable	109.86929612	
Faeroe Islands	2003	Not applicable	109.44712783	
Faeroe Islands	2002	Not applicable	108.91941748	2
Faeroe Islands	2001	Not applicable	106.22977346	
Faeroe Islands	2000	Not applicable	100	
Faeroe Islands	1999	Not applicable	97.451456311	
Faeroe Islands	1998	Not applicable	89.32038835	
Faeroe Islands	1997	Not applicable	82.362459547	
Faeroe Islands	1996	Not applicable	79.692556634	
Faeroe Islands	1995	Not applicable	76.860841424	
Faeroe Islands	1994	Not applicable	70.954692557	
Faeroe Islands	1993	Not applicable	66.949838188	
Faeroe Islands	1992	Not applicable	63.834951456	
Faeroe Islands	1991	Not applicable	60.922330097	
Faeroe Islands	1990	Not applicable	57.807443366	
Faeroe Islands	1989	Not applicable	58.778317152	
Faeroe Islands	1988	Not applicable	54.611650485	
Faeroe Islands	1987	Not applicable	53.074433657	
Faeroe Islands	1986	Not applicable	50.809061489	
Faeroe Islands	1985	Not applicable	48.948220065	
Faeroe Islands	1984	Not applicable	47.815533981	
Faeroe Islands	1983	Not applicable	42.394822006	
Faeroe Islands	1982	Not applicable	38.834951456	
Faeroe Islands	1981	Not applicable	34.749190939	
Faeroe Islands	1980	Not applicable	30.137540453	2
Faeroe Islands	1979	Not applicable	26.106324771	
Faeroe Islands	1978	Not applicable	23.839859277	
Faeroe Islands	1977	Not applicable	22.727612321	
Faeroe Islands	1976	Not applicable	22.014095406	
Falkland Islands (Malvinas)	1997	Stanley	123.89356984	1
Falkland Islands (Malvinas)	1996	Stanley	127.54767184	1
Falkland Islands (Malvinas)	1995	Stanley	123.80487805	1
Falkland Islands (Malvinas)	1994	Stanley	119.31707317	1
Falkland Islands (Malvinas)	1993	Stanley	115.86696231	1
Falkland Islands (Malvinas)	1992	Stanley	110.29711752	1
Falkland Islands (Malvinas)	1991	Stanley	103.92904656	1
Falkland Islands (Malvinas)	1990	Stanley	100	1,2
Falkland Islands (Malvinas)	1989	Stanley	94.037892764	1
Falkland Islands (Malvinas)	1988	Stanley	92.40680547	1
Falkland Islands (Malvinas)	1987	Stanley	81.76227708	1
Falkland Islands (Malvinas)	1986	Stanley	80.82520718	1
Falkland Islands (Malvinas)	1985	Stanley	78.646519664	1
Falkland Islands (Malvinas)	1984	Stanley	74.101730651	1
Falkland Islands (Malvinas)	1983	Stanley	70.47058479	1
Falkland Islands (Malvinas)	1982	Stanley	67.586166506	1
Falkland Islands (Malvinas)	1981	Stanley	64.350347009	1
Falkland Islands (Malvinas)	1980	Stanley	58.461448359	1
Falkland Islands (Malvinas)	1979	Stanley	53.26363876	1
Falkland Islands (Malvinas)	1978	Stanley	50.844827081	1
Falkland Islands (Malvinas)	1977	Stanley	48.25324314	1
Falkland Islands (Malvinas)	1976	Stanley	42.241354066	1
Falkland Islands (Malvinas)	1975	Stanley	40.903101116	1
Falkland Islands (Malvinas)	1974	Stanley	35.424170547	1
Falkland Islands (Malvinas)	1973	Stanley	32.18835105	1
Falkland Islands (Malvinas)	1972	Stanley	30.413774928	1,79
Falkland Islands (Malvinas)	1971	Stanley	29.283434361	1,80
Fiji	2008	Not applicable	145.8273913	
Fiji	2007	Not applicable	130.83469565	2
Fiji	2006	Not applicable	119.2173913	
Fiji	2005	Not applicable	117.13043478	
Fiji	2004	Not applicable	115.2173913	
Fiji	2003	Not applicable	111.04347826	
Fiji	2002	Not applicable	104.60869565	
Fiji	2001	Not applicable	104.08695652	
Fiji	2000	Not applicable	100	
Fiji	1999	Not applicable	103.30434783	
Fiji	1998	Not applicable	101.47826087	
Fiji	1997	Not applicable	94.260869565	
Fiji	1996	Not applicable	90	
Fiji	1995	Not applicable	88	
Fiji	1994	Not applicable	87.391304348	
Fiji	1993	Not applicable	86.956521739	2
Fiji	1992	Not applicable	81.425911729	
Fiji	1991	Not applicable	81.754462819	
Fiji	1990	Not applicable	80.44025846	
Fiji	1989	Not applicable	74.362063301	
Fiji	1988	Not applicable	67.572007447	
Fiji	1987	Not applicable	57.058372577	
Fiji	1986	Not applicable	53.77286168	
Fiji	1985	Not applicable	54.758514949	2
Fiji	1984	Not applicable	50.556191892	
Fiji	1983	Not applicable	48.310675755	
Fiji	1982	Not applicable	45.61605639	
Fiji	1981	Not applicable	41.734521353	
Fiji	1980	Not applicable	36.986858662	
Fiji	1979	Not applicable	32.078801962	2
Fiji	1978	Not applicable	30.25990082	
Fiji	1977	Not applicable	28.751039645	
Fiji	1976	Not applicable	26.746114522	
Fiji	1975	Not applicable	25.919341276	
Fiji	1974	Not applicable	23.066973576	2
Fiji	1973	Not applicable	19.958657988	
Fiji	1972	Not applicable	16.598656927	
Fiji	1971	Not applicable	14.874611438	
Fiji	1970	Not applicable	13.628768348	
Fiji	1969	Not applicable	13.075060308	
Finland	2008	Not applicable	122.7408	
Finland	2007	Not applicable	113.022	
Finland	2006	Not applicable	110.7288	2
Finland	2005	Not applicable	109.2	
Finland	2004	Not applicable	108.9	
Finland	2003	Not applicable	108.1	
Finland	2002	Not applicable	107.4	
Finland	2001	Not applicable	104.4	
Finland	2000	Not applicable	100	2
Finland	1999	Not applicable	99.019607843	
Finland	1998	Not applicable	99.31372549	
Finland	1997	Not applicable	97.647058824	
Finland	1996	Not applicable	96.274509804	
Finland	1995	Not applicable	98.039215686	2
Finland	1994	Not applicable	105.79548275	
Finland	1993	Not applicable	105.58864896	
Finland	1992	Not applicable	106.31256722	
Finland	1991	Not applicable	106.41598412	
Finland	1990	Not applicable	103.41689418	2
Finland	1989	Not applicable	99.507664507	
Finland	1988	Not applicable	96.042665475	
Finland	1987	Not applicable	94.443435152	
Finland	1986	Not applicable	92.311128056	
Finland	1985	Not applicable	88.846129024	2
Finland	1984	Not applicable	82.458916298	
Finland	1983	Not applicable	76.646552717	
Finland	1982	Not applicable	71.728398917	
Finland	1981	Not applicable	63.872127264	2
Finland	1980	Not applicable	56.468662549	
Finland	1979	Not applicable	50.030867144	2
Finland	1978	Not applicable	47.820429654	
Finland	1977	Not applicable	45.98425289	
Finland	1976	Not applicable	38.767279867	
Finland	1975	Not applicable	33.338583345	
Finland	1974	Not applicable	27.622485243	
Finland	1973	Not applicable	23.822397678	
Finland	1972	Not applicable	21.187883189	
Finland	1971	Not applicable	19.383639933	
Finland	1970	Not applicable	18.569335455	
Finland	1969	Not applicable	18.297900629	
France	2008	Not applicable	119.93184031	
France	2007	Not applicable	114.32327167	
France	2006	Not applicable	112.72638754	
France	2005	Not applicable	111.00292113	
France	2004	Not applicable	110.90555015	
France	2003	Not applicable	110.22395326	
France	2002	Not applicable	107.78967868	
France	2001	Not applicable	105.06329114	
France	2000	Not applicable	100	
France	1999	Not applicable	97.955209348	
France	1998	Not applicable	97.370983447	2
France	1997	Not applicable	95.875674758	
France	1996	Not applicable	94.2044474	
France	1995	Not applicable	93.06097605	
France	1994	Not applicable	91.917504699	
France	1993	Not applicable	91.125870687	
France	1992	Not applicable	91.213830022	
France	1991	Not applicable	90.59811468	
France	1990	Not applicable	87.95933464	2
France	1989	Not applicable	84.524913765	
France	1988	Not applicable	81.0427926	
France	1987	Not applicable	79.802585061	
France	1986	Not applicable	78.419276653	
France	1985	Not applicable	75.795760707	
France	1984	Not applicable	72.218238962	
France	1983	Not applicable	66.923506779	
France	1982	Not applicable	61.247172277	
France	1981	Not applicable	54.378330526	
France	1980	Not applicable	47.700289935	
France	1979	Not applicable	43.454964131	
France	1978	Not applicable	39.925142676	
France	1977	Not applicable	36.92002441	
France	1976	Not applicable	32.770099185	
France	1975	Not applicable	29.57417976	
France	1974	Not applicable	26.569061494	
France	1973	Not applicable	23.563943228	
France	1972	Not applicable	21.560531051	
France	1971	Not applicable	19.986421483	
France	1970	Not applicable	18.793914234	
French Guiana	2008	Not applicable	118.9860835	
French Guiana	2007	Not applicable	113.61829026	
French Guiana	2006	Not applicable	111.43141153	
French Guiana	2005	Not applicable	110.53677932	
French Guiana	2004	Not applicable	109.84095427	
French Guiana	2003	Not applicable	109.34393638	
French Guiana	2002	Not applicable	105.26838966	
French Guiana	2001	Not applicable	102.68389662	
French Guiana	2000	Not applicable	100	
French Guiana	1999	Not applicable	98.508946322	
French Guiana	1998	Not applicable	99.403578529	2
French Guiana	1997	Not applicable	98.414040643	
French Guiana	1996	Not applicable	96.79479683	
French Guiana	1995	Not applicable	96.255048892	
French Guiana	1994	Not applicable	94.635805079	
French Guiana	1993	Not applicable	93.196477245	
French Guiana	1992	Not applicable	92.11698137	
French Guiana	1991	Not applicable	90.587695546	
French Guiana	1990	Not applicable	89.957989619	
French Guiana	1990	Cayenne	100	1
French Guiana	1989	Cayenne	96.108550947	1
French Guiana	1988	Cayenne	92.319508449	1
French Guiana	1987	Cayenne	90.885816692	1
French Guiana	1986	Cayenne	87.199180748	1
French Guiana	1985	Cayenne	85.816692268	1
French Guiana	1984	Cayenne	80.440348182	1
French Guiana	1983	Cayenne	73.015873016	1,2
French Guiana	1982	Cayenne	66.092041826	1
French Guiana	1981	Cayenne	58.277292134	1
